ms,start,end,passim_text,offsetter_text,cut_before,cut_after
360,1262,1380,بعده الي اخيه ابي علي احمد بن عبد الحاكم بن سعيد------- ثم صرف عن القضاء في صفر بابي----------------- القاسم عبد الحاكم بن وهيب بن عبد الرحمن,سنة اربع وخمسين واربعماءة في ثالث المحرم توفي ابو محمد عبد الكريم بن عبد الحاكم في وزارته وكان ابوه قاضي طرابلس فانتقل ابو محمد الي مصر وكان فاضلا فردت الوزارة بعده الي اخيه ابي علي احمد بن عبد الحاكم بن سعيد ثم صرف عن القضاء في صفر بابي القاسم ,0,0
360,1102,1347,سنة اربع وخمسين واربعماءة في ثالث المحرم توفي ابو محمد عبد الكريم بن عبد الحاكم------- في وزارته وكان ابوه قاضي طرابلس فانتقل ابو محمد الي مصر وكان-------------- فاضلا فردت الوزارة بعده --الي اخيه ابي علي احمد بن عبد الحاكم بن سعيد ثم صرف عن القضاء في صفر بابي القاسم,سنة اربع وخمسين واربعماءة في ثالث المحرم توفي ابو محمد عبد الكريم بن عبد الحاكم في وزارته وكان ابوه قاضي طرابلس فانتقل ابو محمد الي مصر وكان فاضلا فردت الوزارة بعده الي اخيه ابي علي احمد بن عبد الحاكم بن سعيد ثم صرف عن القضاء في صفر بابي القاسم ,0,0
364,997,1541,ببغداد ثم صرف عنها ثاني يوم واستقر في القضاء والوزارة جميعا ابو محمد بن ابي كدينة في --حادي ---عشريه فلم يقم غير---- اربعة ايام وصرف عنها في --------سادس ---عشري----ه واعيد ابو----------- شجاع محمد بن الاشرف الي الوزارة وتقلد القضاء -جلال الملك ابو احمد بن عبد ال------------------------------------كريم فاقام ابن الاشرف في الوزارة الي نصف ربيع الاول وصرف وقرر في الوزارة سديد الدولة ابو القاسم هبة الله بن محمد الرعباني الرحبي ثم صرف في اخره واست--وزر ا--------بن ابي كدينة واضيف اليه القضاء ايضا في نصف جمادي الاخرة فباشرهما الي ن-صف رجب وصرف عن الوزارة بابي المكارم رءيس الرءساء ال-------------شرف بن اسعد وعن القضاء بعبد الحاكم بن وهيب,الوزارة لابي غالب عبد الطاهر بن الفضل وفوض القضاء لابي الحسن علي بن عبد الحاكم في سابع عشري ربيع الاخر ثم صرف عن القضاء في خامس جمادي الاولي بابي القاسم عبد الحاكم بن وهيب ثم صرف ابو غالب عن الوزارة واستدعي ابو البركات حسين بن عماد الدولة الجرجراءي من صور فحضر الي مصر ووليها في مستهل رجب فاقام الي العشر الاخر من رمضان وصرف عنها وصرف ايضا عن القضاء عبد الحاكم وجمعا معا الوزارة والقضاء لابن ابي كدينة فباشرهما الي رابع ذي الحجة فصرف عن الوزارة وقرر فيها ابو علي الحسن بن ابي سعيد التستري وقرر في القضاء احمد بن عبد الحاكم وفيها فارق امير الجيوش بدر ولاية دمشق فرارا من اهلها لثورتهم به فقرر المستنصر بدله الامير حصن الدولة ابا الحسن معلي بن حيدرة بن منزو بن النعمان الكناني وفيها قتل قطلمش بن اسراءيل بن سلجوق صاحب قونية واقصرا فقام بعده ابنه سليمان ابن قطلمش وفتح انطاكية ,0,216
364,997,1541,ببغداد ثم صرف عنها ثاني يوم واستقر في القضاء والوزارة جميعا ابو محمد بن ابي كدينة في --حادي ---عشريه فلم يقم غير---- اربعة ايام وصرف عنها في --------سادس ---عشري----ه واعيد ابو----------- شجاع محمد بن الاشرف الي الوزارة وتقلد القضاء -جلال الملك ابو احمد بن عبد ال------------------------------------كريم فاقام ابن الاشرف في الوزارة الي نصف ربيع الاول وصرف وقرر في الوزارة سديد الدولة ابو القاسم هبة الله بن محمد الرعباني الرحبي ثم صرف في اخره واست--وزر ا--------بن ابي كدينة واضيف اليه القضاء ايضا في نصف جمادي الاخرة فباشرهما الي ن-صف رجب وصرف عن الوزارة بابي المكارم رءيس الرءساء ال-------------شرف بن اسعد وعن القضاء بعبد الحاكم بن وهيب,سنة سبع وخمسين واربعماءة في النصف من المحرم صرف عن الوزارة ابو علي بن ابي سعيد وصرف عن القضاء ابو احمد بن عبد الحاكم وتولي الوزارة ابو شجاع محمد بن الاشرف بن ابي غالب محمد ابن علي بن خلف وكان ابوه احد وزراء بني بويه ,774,0
364,997,1541,ببغداد ثم صرف عنها ثاني يوم واستقر في القضاء والوزارة جميعا ابو محمد بن ابي كدينة في --حادي ---عشريه فلم يقم غير---- اربعة ايام وصرف عنها في --------سادس ---عشري----ه واعيد ابو----------- شجاع محمد بن الاشرف الي الوزارة وتقلد القضاء -جلال الملك ابو احمد بن عبد ال------------------------------------كريم فاقام ابن الاشرف في الوزارة الي نصف ربيع الاول وصرف وقرر في الوزارة سديد الدولة ابو القاسم هبة الله بن محمد الرعباني الرحبي ثم صرف في اخره واست--وزر ا--------بن ابي كدينة واضيف اليه القضاء ايضا في نصف جمادي الاخرة فباشرهما الي ن-صف رجب وصرف عن الوزارة بابي المكارم رءيس الرءساء ال-------------شرف بن اسعد وعن القضاء بعبد الحاكم بن وهيب,ببغداد ثم صرف عنها ثاني يوم واستقر في القضاء والوزارة جميعا ابو محمد بن ابي كدينة في حادي عشريه فلم يقم غير اربعة ايام وصرف عنها في سادس عشريه واعيد ابو شجاع محمد بن الاشرف الي الوزارة وتقلد القضاء جلال الملك ابو احمد بن عبد الكريم فاقام ابن الاشرف في الوزارة الي نصف ربيع الاول وصرف وقرر في الوزارة سديد الدولة ابو القاسم هبة الله بن محمد الرعباني الرحبي ثم صرف في اخره واستوزر ابن ابي كدينة واضيف اليه القضاء ايضا في نصف جمادي الاخرة فباشرهما الي نصف رجب وصرف عن الوزارة بابي المكارم رءيس الرءساء الشرف بن اسعد وعن القضاء بعبد الحاكم بن وهيب ,0,0
365,4,1193,علي الوزير ابي المكارم في العشر الاخير من شوال وتولي الوزارة بعده الاثير ابو الحسن علي بن----- الانباري فاقام شهرا وصرف----- في ذي الحجة عن الوزارة ولم يعد اليها سنة ثمان وخمسين واربعماء-------------------------------------------------------------------------------------------ة في سادس عشرين منه صرف---------- ابن ابي كدينة عن القضاء واستقر عوضه جلال الملك ابو احمد ونعت بقاضي القضاة الاعظم وفي تاسع ربيع الاخر اعيد الي الوزارة ابو القاسم هبة الله--- محمد--- الرعباني وصرف عنها في السادس عشر منه وفي---------- جمادي الاولي ولي المستنصر امير الجيوش بدرا الشام باسره فخرج اليها بعد ما انفق عليه الف الف دينار وفي جمادي الاخرة جمع القضاء والوزارة لابي احمد جلال الملك ثم صرف -----------بعد ايام عن الوزارة بابي الحسن طاهر بن وزير فباشر اياما يسيرة وصرف ------بابي عبد الله محمد بن---- حامد التنيسي واقام يوما واحدا ثم صرف وقتل فاستوزر ابو سعد منصور بن زنبور فلم يقم في الوزارة غير ايام قليلة وهرب فاقيم بعده ابو العلاء عبد الغني بن نصر بن سعيد الضيف فباشر اياما يسيرة وصرف وكان دخول امير الجيوش الي دمشق في سادس شعبان وبلغ ما بلغت نفقة المستنصر عليه الف الف دينار سنة تسع وخمسين واربعماءة فيها قويت شوكة الاتراك واشتد باسهم وطلبوا الزيادات في واجباتهم ورواتبهم وساءت احوال العبيد وكثر- ضرر--هم وهم يتزايدون حتي صار منهم بالقاهرة ومصر وما في ظواهرهما من القري نحو الخمسين الف عبد ما بين فارس وراجل وخلت----- خزاءن --اموال المستنصر وضعفت الدولة فبعثت,علي الوزير ابي المكارم في العشر الاخير من شوال وتولي الوزارة بعده الاثير ابو الحسن علي بن الانباري فاقام شهرا وصرف في ذي الحجة عن الوزارة ولم يعد اليها ,0,1037
365,4,1193,علي الوزير ابي المكارم في العشر الاخير من شوال وتولي الوزارة بعده الاثير ابو الحسن علي بن----- الانباري فاقام شهرا وصرف----- في ذي الحجة عن الوزارة ولم يعد اليها سنة ثمان وخمسين واربعماء-------------------------------------------------------------------------------------------ة في سادس عشرين منه صرف---------- ابن ابي كدينة عن القضاء واستقر عوضه جلال الملك ابو احمد ونعت بقاضي القضاة الاعظم وفي تاسع ربيع الاخر اعيد الي الوزارة ابو القاسم هبة الله--- محمد--- الرعباني وصرف عنها في السادس عشر منه وفي---------- جمادي الاولي ولي المستنصر امير الجيوش بدرا الشام باسره فخرج اليها بعد ما انفق عليه الف الف دينار وفي جمادي الاخرة جمع القضاء والوزارة لابي احمد جلال الملك ثم صرف -----------بعد ايام عن الوزارة بابي الحسن طاهر بن وزير فباشر اياما يسيرة وصرف ------بابي عبد الله محمد بن---- حامد التنيسي واقام يوما واحدا ثم صرف وقتل فاستوزر ابو سعد منصور بن زنبور فلم يقم في الوزارة غير ايام قليلة وهرب فاقيم بعده ابو العلاء عبد الغني بن نصر بن سعيد الضيف فباشر اياما يسيرة وصرف وكان دخول امير الجيوش الي دمشق في سادس شعبان وبلغ ما بلغت نفقة المستنصر عليه الف الف دينار سنة تسع وخمسين واربعماءة فيها قويت شوكة الاتراك واشتد باسهم وطلبوا الزيادات في واجباتهم ورواتبهم وساءت احوال العبيد وكثر- ضرر--هم وهم يتزايدون حتي صار منهم بالقاهرة ومصر وما في ظواهرهما من القري نحو الخمسين الف عبد ما بين فارس وراجل وخلت----- خزاءن --اموال المستنصر وضعفت الدولة فبعثت,سنة ثمان وخمسين واربعماءة في سادس عشرين منه صرف ابن ابي كدينة عن القضاء واستقر عوضه جلال الملك ابو احمد ونعت بقاضي القضاة الاعظم وفي تاسع ربيع الاخر اعيد الي الوزارة ابو القاسم هبة الله محمد الرعباني وصرف عنها في السادس عشر منه وفي جمادي الاولي ولي المستنصر امير الجيوش بدرا الشام باسره فخرج اليها بعد ما انفق عليه الف الف دينار وفي جمادي الاخرة جمع القضاء والوزارة لابي احمد جلال الملك ثم صرف بعد ايام عن الوزارة بابي الحسن طاهر بن وزير فباشر اياما يسيرة وصرف بابي عبد الله محمد بن حامد التنيسي واقام يوما واحدا ثم صرف وقتل فاستوزر ابو سعد منصور بن زنبور فلم يقم في الوزارة غير ايام قليلة وهرب فاقيم بعده ابو العلاء عبد الغني بن نصر بن سعيد الضيف فباشر اياما يسيرة وصرف وكان دخول امير الجيوش الي دمشق في سادس شعبان وبلغ ما بلغت نفقة المستنصر عليه الف الف دينار ,152,275
365,4,1193,علي الوزير ابي المكارم في العشر الاخير من شوال وتولي الوزارة بعده الاثير ابو الحسن علي بن----- الانباري فاقام شهرا وصرف----- في ذي الحجة عن الوزارة ولم يعد اليها سنة ثمان وخمسين واربعماء-------------------------------------------------------------------------------------------ة في سادس عشرين منه صرف---------- ابن ابي كدينة عن القضاء واستقر عوضه جلال الملك ابو احمد ونعت بقاضي القضاة الاعظم وفي تاسع ربيع الاخر اعيد الي الوزارة ابو القاسم هبة الله--- محمد--- الرعباني وصرف عنها في السادس عشر منه وفي---------- جمادي الاولي ولي المستنصر امير الجيوش بدرا الشام باسره فخرج اليها بعد ما انفق عليه الف الف دينار وفي جمادي الاخرة جمع القضاء والوزارة لابي احمد جلال الملك ثم صرف -----------بعد ايام عن الوزارة بابي الحسن طاهر بن وزير فباشر اياما يسيرة وصرف ------بابي عبد الله محمد بن---- حامد التنيسي واقام يوما واحدا ثم صرف وقتل فاستوزر ابو سعد منصور بن زنبور فلم يقم في الوزارة غير ايام قليلة وهرب فاقيم بعده ابو العلاء عبد الغني بن نصر بن سعيد الضيف فباشر اياما يسيرة وصرف وكان دخول امير الجيوش الي دمشق في سادس شعبان وبلغ ما بلغت نفقة المستنصر عليه الف الف دينار سنة تسع وخمسين واربعماءة فيها قويت شوكة الاتراك واشتد باسهم وطلبوا الزيادات في واجباتهم ورواتبهم وساءت احوال العبيد وكثر- ضرر--هم وهم يتزايدون حتي صار منهم بالقاهرة ومصر وما في ظواهرهما من القري نحو الخمسين الف عبد ما بين فارس وراجل وخلت----- خزاءن --اموال المستنصر وضعفت الدولة فبعثت,سنة تسع وخمسين واربعماءة فيها قويت شوكة الاتراك واشتد باسهم وطلبوا الزيادات في واجباتهم ورواتبهم وساءت احوال العبيد وكثر ضررهم وهم يتزايدون حتي صار منهم بالقاهرة ومصر وما في ظواهرهما من القري نحو الخمسين الف عبد ما بين فارس وراجل وخلت خزاءن اموال المستنصر وضعفت الدولة فبعثت ,914,0
390,74,714,اصحابه وصاروا الي البحيرة فقطع خطبة المستنصر من جميع الوجه البحري وكتب الي الخليفة القاءم ببغداد يساله ان يجهز اليه الخلع والالوية السود فاضمحل قدر المستنصر وتلاشي امره وتعاظمت الشداءد بمصر وجلت رزايا الناس فلما كان في شعبان----- سار ناصر الدولة بعساكره وقد تيقن عجز المستنصر عن مقاومته لضعف امره وممالاة كثير من الاتراك له وموافقتهم لما قرره معهم من محبة فدخل الي مصر فاستولي علي الامر وبعث الي المستنصر يطلب منه المال فدخل عليه قاصد ابن حمدان وهو جالس علي حصير بغير فرش ولا ابهة وليس عنده-- غير------------------- ثلاثة من الخدم وقد زال ما كان يعهده من شارة المملكة وعظمة الخلافة فلما ادي اليه الرسالة قال له المستنصر ا-ما يكفي ناصر الدولة ان اجلس في مثل هذا البيت,اصحابه وصاروا الي البحيرة فقطع خطبة المستنصر من جميع الوجه البحري وكتب الي الخليفة القاءم ببغداد يساله ان يجهز اليه الخلع والالوية السود فاضمحل قدر المستنصر وتلاشي امره وتعاظمت الشداءد بمصر وجلت رزايا الناس فلما كان في شعبان سار ناصر الدولة بعساكره وقد تيقن عجز المستنصر عن مقاومته لضعف امره وممالاة كثير من الاتراك له وموافقتهم لما قرره معهم من محبة فدخل الي مصر فاستولي علي الامر وبعث الي المستنصر يطلب منه المال فدخل عليه قاصد ابن حمدان وهو جالس علي حصير بغير فرش ولا ابهة وليس عنده غير ثلاثة من الخدم وقد زال ما كان يعهده من شارة المملكة وعظمة الخلافة فلما ادي اليه الرسالة قال له المستنصر اما يكفي ناصر الدولة ان اجلس في مثل هذا البيت ,0,0
396,591,1603,الواقعة اخر الوقاءع التي قطع فيها دابر المفسدين وخمدت جمرتهم وفيها جمع اطسز صاحب دمشق العساكر وسار يريد تملك الديار المصرية -------------------------------------------------وازالة الدولة الفاطمية منها واقامة الدعوة العباسية كما فعل في بلاد الشام وكان اكثر الاسباب الحاملة له علي ذلك ان ابن يلدكوش لما فر من امير الجيوش وصار الي بلاد الشام اتصل باطسز وقدم ا------ليه ستين حبة لءلء مدحرج زنة كل حبة منها ينيف علي مثقال وحجر ياقوت زنته سبعة عشر مثقالا وتحفا كثيرة---- مما كان قد وصل الي ابيه من خزاءن المستنصر في سني الشدة واغراه باهل مصر وحثه علي قصد البلاد وهونها عنده فقوي طمعه وسار وقد حصل في قوة بمن صار اليه من عساكر مصر ومن انضاف اليه من اهل الشام وكان امير الجيوش ببلا--د الصعيد قد انتهي الي بلاد اسوان فوصل الخبر-------------------------- بمسير اطسز الي مصر فكتب بذلك الي امير الجيوش وكان عند موافاة الخبر اليه في شغل عن ذلك فقدم اطسز الي اطراف مصر في جمادي الاولي وقد اشار عليه ابن يلدكوش بالا تشتغل بالقاهرة----- ولكن تملك الريف وقال له اذا ملكت الريف فقد ملكت مصر فاقام----- بالريف---- جمادي الاولي و-جمادي الاخرة وبعض رجب وامير الجيوش في اصلاح ال-صعيد وتدبير --اموره وقد حضر اليه اكثر اهل اسوان و----------------بدر بن حازم-,الواقعة اخر الوقاءع التي قطع فيها دابر المفسدين وخمدت جمرتهم وفيها جمع اطسز صاحب دمشق العساكر وسار يريد تملك الديار المصرية وازالة الدولة الفاطمية منها واقامة الدعوة العباسية كما فعل في بلاد الشام وكان اكثر الاسباب الحاملة له علي ذلك ان ابن يلدكوش لما فر من امير الجيوش وصار الي بلاد الشام اتصل باطسز وقدم اليه ستين حبة لءلء مدحرج زنة كل حبة منها ينيف علي مثقال وحجر ياقوت زنته سبعة عشر مثقالا وتحفا كثيرة مما كان قد وصل الي ابيه من خزاءن المستنصر في سني الشدة واغراه باهل مصر وحثه علي قصد البلاد وهونها عنده فقوي طمعه وسار وقد حصل في قوة بمن صار اليه من عساكر مصر ومن انضاف اليه من اهل الشام وكان امير الجيوش ببلاد الصعيد قد انتهي الي بلاد اسوان فوصل الخبر بمسير اطسز الي مصر فكتب بذلك الي امير الجيوش وكان عند موافاة الخبر اليه في شغل عن ذلك فقدم اطسز الي اطراف مصر في جمادي الاولي وقد اشار عليه ابن يلدكوش بالا تشتغل بالقاهرة ولكن تملك الريف وقال له اذا ملكت الريف فقد ملكت مصر فاقام بالريف جمادي الاولي وجمادي الاخرة وبعض رجب وامير الجيوش في اصلاح الصعيد وتدبير اموره وقد حضر اليه اكثر اهل اسوان وبدر بن حازم,0,0
403,687,1673,ثلاث سنين حتي صلح-ت احوال الفلاحين واستغني اهل مصر في ايامه ودرت عليهم اخلاف النعم بعد توالي الشداءد الكبيرة ومقاساة الالم وكثر ترداد التجار في ايامه الي مصر بعد نزوحهم عنها وخروجهم لشدة البلاء والجور فيها وكانت مدة تحكمه بالديار المصرية احدي وعشرين سنة وكان عزوف النفس شديد البطش عالي الهمة عظيم الهيبة حسن التاتي جميل السياسة مظفرا سعيد الجد سخيا مفضالا قصده علقمة بن عبد الرزاق العليمي فلما وافي بابه شاهد---- اشراف الناس وكبراءهم وشعراءهم وعلماءهم علي بابه وقد طال وقوفهم ومقامهم ولا يصلون اليه فبينا هو-- كذلك اذ خرج امير الجيوش يريد الصيد فخرج -في اثره واقام معه حتي رجع من صيده فعندما قارب-ه وقف -علي تل- من --رمل ورمي-- برقعة كانت في يده وانشد-------- نحن التجار وهذه اعلاقنا در وجود يمينك المبتاع قلب وفتشها بسمعك انما هي جوهر تختاره الاسماع كسدت علينا بالشام وكلما قل النفاق تعطل الصناع فاتاك يحملها اليك تجارها ومطيها الامال والاطماع حتي اناخوها ببابك والرجا من دونك السمسار والبياع فوهبت ما لم يعطه في دهره هرم ولا كعب ولا القعقاع وسبقت هذا الناس في طلب العلا والناس بعدك كلهم اتباع يا بدر اقسم لو-,تحكم الملوك ولم يبق للمستنصر من امر والقي اليه مقاليد مملكته وسلم اليه امور خلافته فضبطها احسن ضبط فاشتدت مهابته في قلوب الخاصة والعامة وخاف سطوته كل جليل وكبير لعظم باسه وكثرة بطشه وقتله من الخلاءق ما لا يمكن ضبطهم ولا يعلم عدتهم الا الههم سبحانه وبقتله اكابر المصريين من الامراء والقواد والوزراء والاعيان من اهل القاهرة ومصر وبلاد الصعيد واسفل الارض وثغر دمياط وتنيس والاسكندرية الذين كانوا قد تمرنوا علي الفساد ونشاوا في الفتن واعتادوا مضرة الخلق ولصلاح احوالهم من ذلك صلحت الديار المصرية بعد فسادها وعمرت بعد خرابها وزال ,0,0
403,687,1673,ثلاث سنين حتي صلح-ت احوال الفلاحين واستغني اهل مصر في ايامه ودرت عليهم اخلاف النعم بعد توالي الشداءد الكبيرة ومقاساة الالم وكثر ترداد التجار في ايامه الي مصر بعد نزوحهم عنها وخروجهم لشدة البلاء والجور فيها وكانت مدة تحكمه بالديار المصرية احدي وعشرين سنة وكان عزوف النفس شديد البطش عالي الهمة عظيم الهيبة حسن التاتي جميل السياسة مظفرا سعيد الجد سخيا مفضالا قصده علقمة بن عبد الرزاق العليمي فلما وافي بابه شاهد---- اشراف الناس وكبراءهم وشعراءهم وعلماءهم علي بابه وقد طال وقوفهم ومقامهم ولا يصلون اليه فبينا هو-- كذلك اذ خرج امير الجيوش يريد الصيد فخرج -في اثره واقام معه حتي رجع من صيده فعندما قارب-ه وقف -علي تل- من --رمل ورمي-- برقعة كانت في يده وانشد-------- نحن التجار وهذه اعلاقنا در وجود يمينك المبتاع قلب وفتشها بسمعك انما هي جوهر تختاره الاسماع كسدت علينا بالشام وكلما قل النفاق تعطل الصناع فاتاك يحملها اليك تجارها ومطيها الامال والاطماع حتي اناخوها ببابك والرجا من دونك السمسار والبياع فوهبت ما لم يعطه في دهره هرم ولا كعب ولا القعقاع وسبقت هذا الناس في طلب العلا والناس بعدك كلهم اتباع يا بدر اقسم لو-,ثلاث سنين حتي صلحت احوال الفلاحين واستغني اهل مصر في ايامه ودرت عليهم اخلاف النعم بعد توالي الشداءد الكبيرة ومقاساة الالم وكثر ترداد التجار في ايامه الي مصر بعد نزوحهم عنها وخروجهم لشدة البلاء والجور فيها وكانت مدة تحكمه بالديار المصرية احدي وعشرين سنة وكان عزوف النفس شديد البطش عالي الهمة عظيم الهيبة حسن التاتي جميل السياسة مظفرا سعيد الجد سخيا مفضالا قصده علقمة بن عبد الرزاق العليمي فلما وافي بابه شاهد اشراف الناس وكبراءهم وشعراءهم وعلماءهم علي بابه وقد طال وقوفهم ومقامهم ولا يصلون اليه فبينا هو كذلك اذ خرج امير الجيوش يريد الصيد فخرج في اثره واقام معه حتي رجع من صيده فعندما قاربه وقف علي تل من رمل ورمي برقعة كانت في يده وانشد نحن التجار وهذه اعلاقنا در وجود يمينك المبتاع قلب وفتشها بسمعك انما هي جوهر تختاره الاسماع كسدت علينا بالشام وكلما قل النفاق تعطل الصناع فاتاك يحملها اليك تجارها ومطيها الامال والاطماع حتي اناخوها ببابك والرجا من دونك السمسار والبياع فوهبت ما لم يعطه في دهره هرم ولا كعب ولا القعقاع وسبقت هذا الناس في طلب العلا والناس بعدك كلهم اتباع يا بدر اقسم لو,0,0
407,0,935,الدولة ملك --العراق ثم ولي بعده ابو الحسن طاهر بن وزير الطرابلسي ثم ص----------------رف وكان احد الكتاب بديوان الانشاء فولي بعده ابو عبد الله محمد بن ابي حامد التنيسي يوما واحدا --وقتل فوجد له مال كثير ثم ولي ابو سعد منصور بن ابي ا-يمن--- سورس بن مكرواه بن زنبور وكان نصرانيا فاسلم ويقال----- انه لم يسلم ثم ولي بعده ابو العلاء عبد الغني بن نصر بن سعيد الضيف وصرف ------فلما -قدم امير الجيوش -تسلمها ولما قدم امير الجيوش------------ من عكا -صار وزير السيف والقلم وولي القضاء ايضا وزيد في القابه كافل قضاة المسلمين وهادي دعاة المءمنين ثم لما مات وزر من بعده ابنه الافضل واما قضاته فقد تقدم---- من جمع له القضاء مع- الوزارة وا-لذين ا-فردوا بوظيفة القضاء -عبد الحاكم بن سعيد الفارقي في اول خلافته ثم تقلد القضاء القاسم بن عبد العزيز ابن النعمان ثم ابو يعلي ويقال ابو الحسن احمد بن حمزة بن احمد العرقي و-----مات فولي ابو الفضل القضاعي ثم جلال الدولة ابو القاسم علي بن احمد بن عمار------- وولي---- الفضل ابن نباتة ثم ابو الفضل بن عتيق ثم ابو الحسن علي بن يوسف بن----- الكحال ثم فخر الا-حكام ابو الفضل محمد بن عبد الحاكم,ابو الحسن طاهر بن وزير الطرابلسي ثم صرف وكان احد الكتاب بديوان الانشاء فولي بعده ابو عبد الله محمد بن ابي حامد التنيسي يوما واحدا وقتل فوجد له مال كثير ثم ولي ابو سعد منصور بن ابي ايمن سورس بن مكرواه بن زنبور وكان نصرانيا فاسلم ويقال انه لم يسلم ثم ولي بعده ابو العلاء عبد الغني بن نصر بن سعيد الضيف ,0,0
407,0,935,الدولة ملك --العراق ثم ولي بعده ابو الحسن طاهر بن وزير الطرابلسي ثم ص----------------رف وكان احد الكتاب بديوان الانشاء فولي بعده ابو عبد الله محمد بن ابي حامد التنيسي يوما واحدا --وقتل فوجد له مال كثير ثم ولي ابو سعد منصور بن ابي ا-يمن--- سورس بن مكرواه بن زنبور وكان نصرانيا فاسلم ويقال----- انه لم يسلم ثم ولي بعده ابو العلاء عبد الغني بن نصر بن سعيد الضيف وصرف ------فلما -قدم امير الجيوش -تسلمها ولما قدم امير الجيوش------------ من عكا -صار وزير السيف والقلم وولي القضاء ايضا وزيد في القابه كافل قضاة المسلمين وهادي دعاة المءمنين ثم لما مات وزر من بعده ابنه الافضل واما قضاته فقد تقدم---- من جمع له القضاء مع- الوزارة وا-لذين ا-فردوا بوظيفة القضاء -عبد الحاكم بن سعيد الفارقي في اول خلافته ثم تقلد القضاء القاسم بن عبد العزيز ابن النعمان ثم ابو يعلي ويقال ابو الحسن احمد بن حمزة بن احمد العرقي و-----مات فولي ابو الفضل القضاعي ثم جلال الدولة ابو القاسم علي بن احمد بن عمار------- وولي---- الفضل ابن نباتة ثم ابو الفضل بن عتيق ثم ابو الحسن علي بن يوسف بن----- الكحال ثم فخر الا-حكام ابو الفضل محمد بن عبد الحاكم,الدولة ملك العراق ثم ولي بعده ابو الحسن طاهر بن وزير الطرابلسي ثم صرف وكان احد الكتاب بديوان الانشاء فولي بعده ابو عبد الله محمد بن ابي حامد التنيسي يوما واحدا وقتل فوجد له مال كثير ثم ولي ابو سعد منصور بن ابي ايمن سورس بن مكرواه بن زنبور وكان نصرانيا فاسلم ويقال انه لم يسلم ثم ولي بعده ابو العلاء عبد الغني بن نصر بن سعيد الضيف وصرف فلما قدم امير الجيوش تسلمها ولما قدم امير الجيوش من عكا صار وزير السيف والقلم وولي القضاء ايضا وزيد في القابه كافل قضاة المسلمين وهادي دعاة المءمنين ثم لما مات وزر من بعده ابنه الافضل واما قضاته فقد تقدم من جمع له القضاء مع الوزارة والذين افردوا بوظيفة القضاء عبد الحاكم بن سعيد الفارقي في اول خلافته ثم تقلد القضاء القاسم بن عبد العزيز ابن النعمان ثم ابو يعلي ويقال ابو الحسن احمد بن حمزة بن احمد العرقي ومات فولي ابو الفضل القضاعي ثم جلال الدولة ابو القاسم علي بن احمد بن عمار وولي الفضل ابن نباتة ثم ابو الفضل بن عتيق ثم ابو الحسن علي بن يوسف بن الكحال ثم فخر الاحكام ابو الفضل محمد بن عبد الحاكم ,0,0
407,0,935,الدولة ملك --العراق ثم ولي بعده ابو الحسن طاهر بن وزير الطرابلسي ثم ص----------------رف وكان احد الكتاب بديوان الانشاء فولي بعده ابو عبد الله محمد بن ابي حامد التنيسي يوما واحدا --وقتل فوجد له مال كثير ثم ولي ابو سعد منصور بن ابي ا-يمن--- سورس بن مكرواه بن زنبور وكان نصرانيا فاسلم ويقال----- انه لم يسلم ثم ولي بعده ابو العلاء عبد الغني بن نصر بن سعيد الضيف وصرف ------فلما -قدم امير الجيوش -تسلمها ولما قدم امير الجيوش------------ من عكا -صار وزير السيف والقلم وولي القضاء ايضا وزيد في القابه كافل قضاة المسلمين وهادي دعاة المءمنين ثم لما مات وزر من بعده ابنه الافضل واما قضاته فقد تقدم---- من جمع له القضاء مع- الوزارة وا-لذين ا-فردوا بوظيفة القضاء -عبد الحاكم بن سعيد الفارقي في اول خلافته ثم تقلد القضاء القاسم بن عبد العزيز ابن النعمان ثم ابو يعلي ويقال ابو الحسن احمد بن حمزة بن احمد العرقي و-----مات فولي ابو الفضل القضاعي ثم جلال الدولة ابو القاسم علي بن احمد بن عمار------- وولي---- الفضل ابن نباتة ثم ابو الفضل بن عتيق ثم ابو الحسن علي بن يوسف بن----- الكحال ثم فخر الا-حكام ابو الفضل محمد بن عبد الحاكم,ومما رثي به المستنصر قول حظي الدولة ابي المناقب عبد الباقي بن علي التنوخي الشاعر من ابيات وليس ردي المستنصر اليوم كالردي ولا قدره امر يقاس به امر لقد هاب ملك الموت اتيانه ضحي ففاجاه ليلا وما طلع الفجر فاجري عليه حين مات دموعنا سماء فقال الناس لا بل هو القطر وقد بكت الخنساء صخرا وانه ليبكيه من فرط المصاب به الصخر وقلدنا المستعلي الطهر حسب ما عليه قديما نص والده الطهر ,0,0
445,1047,1248,الاجل المامون تاج الخلافة عز الاسلام فخر الانام نظام الدين والدنيا ثم نعت بما كان ينعت به الافضل وهو السيد الاجل المامون امير الجيوش سيف الاسلام ناصر الامام كافل قضاة المسلمين وهادي رعاة المءمنين ولما,الاجل المامون تاج الخلافة عز الاسلام فخر الانام نظام الدين والدنيا ثم نعت بما كان ينعت به الافضل وهو السيد الاجل المامون امير الجيوش سيف الاسلام ناصر الامام كافل قضاة المسلمين وهادي رعاة المءمنين ولما ,0,0
